content,label,raw
Pendekatan Kultural Dan Kemanusiaan Akan Lebih Difokuskan Untuk Menangani Permasalahan Di Papua.. ! [REPPUNC] ~Mahfud md~ [CAPS] <hashtag> <link>,0,Pendekatan Kultural Dan Kemanusiaan Akan Lebih Difokuskan Untuk Menangani Permasalahan Di Papua .. !! ~Mahfud MD~ <hashtag> <link>
Bau baunya jakarta utara bakal ujan nihh,0,Bau baunya jakarta utara bakal ujan nihh
Hadapi revolusi industri 4.0 dengan optimis <hashtag>,0,Hadapi revolusi industri 4 .0 dengan optimis <hashtag> <hashtag> <hashtag> <hashtag> <hashtag> <hashtag> <hashtag> <hashtag> <hashtag> <hashtag> <hashtag> <hashtag> <hashtag> <hashtag> <hashtag>
<username> tinggal pecat. [REPPUNC],0,<username> <username> <username> <username> <username> tinggal pecat ....
Biaya kuliah makin mahal tren juga makin jahat makanya jangan kaget kalo ayam kampus makin banyak. <hashtag>,0,Biaya kuliah makin mahal tren juga makin jahat makanya jangan kaget kalo ayam kampus makin banyak . <hashtag> <hashtag> <hashtag>
Ketika yang lain nonton dengan serius tetapi teman ku [ELONG]. [REPPUNC] <hashtag> <link>,0,Ketika yang lain nonton dengan serius tetapi teman kuuu ... <hashtag> <hashtag> <hashtag> <hashtag> <hashtag> <hashtag> <link>
Orang Sukses selalu kelebihan cara namun orang Gagal selalu kelebihan Alasan,0,Orang Sukses selalu kelebihan cara namun orang Gagal selalu kelebihan Alasan
Jadi gimana Pak <username> ini jadi boleh gitu ke tempat yang diberikan penghargaan ? kan bagus pasti datang ke tempat yg pernah dikasih penghargaan <hashtag> <link>,0,Jadi gimana Pak <username> ini jadi boleh gitu ke tempat yang diberikan penghargaan ? kan bagus pasti datang ke tempat yg pernah dikasih penghargaan <hashtag> <link>
<username> ditangan [CAPS] anies [CAPS] tanah [CAPS] abang [CAPS] kembali [CAPS] seperti [CAPS] dulu [CAPS] lagi [CAPS]. semakin [CAPS] semrawut [CAPS] semakin [CAPS] banyak [CAPS] uang mengalir [CAPS] paham [CAPS] khan [CAPS] kenapa [CAPS] haji [CAPS] lulung [CAPS] pro [CAPS] anies [CAPS],1,<username> DITANGAN ANIES TANAH ABANG KEMBALI SEPERTI DULU LAGI . SEMAKIN SEMRAWUT SEMAKIN BANYAK uang MENGALIR PAHAM KHAN KENAPA HAJI LULUNG PRO ANIES
App si burung jadi rame ya. Warga ige pada hangout disini semua. [REPPUNC] <hashtag>,0,App si burung jadi rame ya . Warga ige pada hangout disini semua ... <hashtag> <hashtag> <hashtag>
Tips Belajar Pintar : \'\'Pilih waktu belajar yang tepat\'\' Tips Belajar Pintar : \'\'Bangun suasana belajar yang nyaman\'\',0,Tips Belajar Pintar : \'\'Pilih waktu belajar yang tepat\'\' Tips Belajar Pintar : \'\'Bangun suasana belajar yang nyaman\'\'
<username> Ada lagi Dokter linglung. [REPPUNC] :face_with_tears_of_joy:,0,<username> Ada lagi Dokter linglung ... ðŸ˜‚
<username> Jenderal tolol [CAPS]. Jumlah suara sah <username>+<username>+<username>+<username>+<username> saja ga nyampe segitu di pemilu legislatif kemarin. Kalau aku jadi pki [CAPS] dengan angka segitu aku bikin gulung tikar tuh pdip [CAPS].,0,<username> <username> <username> Jenderal TOLOL . Jumlah suara sah <username>+<username>+<username>+<username>+<username> saja ga nyampe segitu di pemilu legislatif kemarin . Kalau aku jadi PKI dengan angka segitu aku bikin gulung tikar tuh PDIP .
Jakarta Lumpuh ! Selamat Tahun Baru & Selamat Datang Banjir Apakah ini Doa dari para Wahabi terkabul. ! [REPPUNC] <hashtag>,1,Jakarta Lumpuh ! Selamat Tahun Baru & Selamat Datang Banjir Apakah ini Doa dari para Wahabi terkabul. ??? <hashtag>
Ngaku negarawan tapi ngga legowo menerima kekalahan Pemicu kerusuhan pula yang baegini mau jadi Presiden,0,Ngaku negarawan tapi ngga legowo menerima kekalahan Pemicu kerusuhan pula yang baegini mau jadi Presiden
<username> Smg Allah slalu melindungi mu pak.,0,<username> <username> <username> Smg Allah slalu melindungi mu pak .
Bpjs (budget pas pasan jiwa sosialita),0,Bpjs (budget pas pasan jiwa sosialita)
Debat belom di mulai kok sudah bikin tagar PrabowoMenangDebat Waras Kalian terlalu nafsu. Giliran pas main sudah ko [CAPS] duluan [EMOTICON] [EMOTICON],0,Debat belom di mulai kok sudah bikin tagar PrabowoMenangDebat Waras Kalian terlalu nafsu . Giliran pas main sudah KO duluan :D :D
20 oktober 2019 pelantikan presiden dan wakil presiden pilihan rakyat Indonesia mari kita Sukseskan bersama ! <hashtag>. <hashtag>. <hashtag>,0,20 oktober 2019 pelantikan presiden dan wakil presiden pilihan rakyat Indonesia mari kita Sukseskan bersama ! <hashtag> . <hashtag> . <hashtag> <hashtag>
Judulnya Presiden <username> beri apresiasi ke pedagang pisang <username> dan pedagang martabak jalan jalan ke arab saudi wkwkwkk,0,Judulnya Presiden <username> beri apresiasi ke pedagang pisang <username> dan pedagang martabak jalan jalan ke arab saudi wkwkwkk
Baru tahu kerjaan dpr [CAPS] gerebek psk [CAPS] Selamat anda mendapat gelar dpr [CAPS] rasa Satpol pp [CAPS] <hashtag>,1,Baru tahu kerjaan DPR gerebek PSK Selamat anda mendapat gelar DPR rasa Satpol PP <hashtag>
<username> Tolol,0,<username> Tolol
Kalau diumumkan hanya menimbulkan kehebohan gubernurnya kelihatan keren sih memarahi anak buahnya tapi bukan itu yang saya cari. kata Anies. <hashtag> <link>,0,Kalau diumumkan hanya menimbulkan kehebohan gubernurnya kelihatan keren sih memarahi anak buahnya tapi bukan itu yang saya cari . kata Anies . <hashtag> <hashtag> <hashtag> <hashtag> <link>
Politik menurut Bpk <username> <hashtag>,0,Politik menurut Bpk <username> <hashtag> <hashtag> <hashtag>
<username> please jangan ada yang banding2in hasil badminton sama sepakbola kita jangan. [REPPUNC] tidak level hahaha,1,<username> please jangan ada yang banding2in hasil badminton sama sepakbola kita jangan ... tidak level hahaha
Luar biasa ini lah <hashtag> 2020.. Warga jekardah khusus yang Pe'a pasti Heppi krn kecimplung berkah terus.. <hashtag>,1,Luar biasa ini lah <hashtag> 2020.. Warga jekardah khusus yang Pe'a pasti Heppi krn kecimplung berkah terus.. <hashtag> <hashtag> <hashtag> <hashtag> <hashtag>
<username> bukan fanboy anies tapi anies janji mau realisasiin stadion bmw Jakarta yg skrng udah progress sekita 17% kalo ahok?,0,<username> <username> bukan fanboy anies tapi anies janji mau realisasiin stadion bmw Jakarta yg skrng udah progress sekita 17% kalo ahok?
Anies meyakini bahwa kondisi Jakarta aman <hashtag> <link>,0,Anies meyakini bahwa kondisi Jakarta aman <hashtag> <hashtag> <hashtag> <hashtag> <hashtag> <hashtag> <link>
<username> Boleh tapi tidak boleh ganggu kinerja Lembaga Penyelengara Pemilu. Satgas boleh mengawasi bo… <link>,0,<username> <username> Boleh tapi tidak boleh ganggu kinerja Lembaga Penyelengara Pemilu . Satgas boleh mengawasi bo\u2026 <link>
Apakah dengan mendukung mati matian salah satu pascol presiden akan berdampak ke kehidupan anda secara siknifikan? bacot [CAPS] ! [REPPUNC],1,Apakah dengan mendukung mati matian salah satu pascol presiden akan berdampak ke kehidupan anda secara siknifikan? BACOT!!!
<username> Sudahlah jangan kepancing provokasi sama akun abal abal di bulan puasa eman pahala sama tenaga :face_with_rolling_eyes:,0,<username> <username> Sudahlah jangan kepancing provokasi sama akun abal abal di bulan puasa eman pahala sama tenaga \ud83d\ude44
Jangan mengkambing hitamkan agama <hashtag>,0,Jangan mengkambing hitamkan agama <hashtag> <hashtag> <hashtag> <hashtag>
<username> Slama ini masyarakt berbelanja tnp mpermsalhkn soal agama.. Mreka bsa rukun dn baik2 sja..dng bsa memilih dagangan yng baik..mkanya jng diganggu dng imbauan belanja di Warung Islam dn Produk Muslim. [REPPUNC] gliran di sentil ehh ngtain orang rasis :grinning_face: :grinning_face: :grinning_face:. [REPPUNC] tebar imbauan yng menyatukan.,0,<username> <username> <username> <username> <username> <username> <username> Slama ini masyarakt berbelanja tnp mpermsalhkn soal agama .. Mreka bsa rukun dn baik2 sja ..dng bsa memilih dagangan yng baik ..mkanya jng diganggu dng imbauan belanja di Warung Islam dn Produk Muslim ... gliran di sentil ehh ngtain orang rasis ðŸ˜€ðŸ˜€ðŸ˜€ ... tebar imbauan yng menyatukan .
Aku suka hari minggu. Terima kasih Tuhan. Selamat tidur,0,Aku suka hari minggu . Terima kasih Tuhan . Selamat tidur
Suci dalam bedu,0,Suci dalam bedu
<username> Pemimpin tolol [CAPS] ya gini,0,<username> <username> Pemimpin TOLOL ya gini
Pakai baju seringnya begini. Kapan bisa masuk geng sosialita. <link>,0,Pakai baju seringnya begini . Kapan bisa masuk geng sosialita . <link>
<username> Manusia sontoloyo nih..,0,<username> Manusia sontoloyo nih ..
Pemimpinya katanya hasil itjima ulama tapi si fadli hina Ulama. Yang di hina fadli adalah Ulama Besar yaitu Mbah Moen buat Niken no sanse. Wajib di Tenggelamkan.,1,Pemimpinya katanya hasil itjima ulama tapi si fadli hina Ulama . Yang di hina fadli adalah Ulama Besar yaitu Mbah Moen buat Niken no sanse . Wajib di Tenggelamkan .
<username> Mungkin kmarenan dikira abok lem bang ibon :face_with_tears_of_joy: :face_with_tears_of_joy: :face_blowing_a_kiss:,0,<username> <username> <username> <username> <username> Mungkin kmarenan dikira abok lem bang ibon ðŸ˜‚ðŸ˜‚ðŸ˜˜
Mungkin ini salah satu program kerja bapak Anies untuk memeratakan kesejahteraan warga dki [CAPS]. <hashtag>,1,Mungkin ini salah satu program kerja bapak Anies untuk memeratakan kesejahteraan warga DKI . <hashtag>
Kami bangga berjuang bersamamu Bapak. Inilah kisah yg bs kami ceritakan kpd Anak Cucu kami.Tentang kebenaran melawan Kecurangan. <username>,0,Kami bangga berjuang bersamamu Bapak . Inilah kisah yg bs kami ceritakan kpd Anak Cucu kami .Tentang kebenaran melawan Kecurangan . <username>
<username> Kalo gak tolol [CAPS] bukan kadrun [CAPS] namanya,0,<username> Kalo gak TOLOL bukan KADRUN namanya
Ingat ye kawan2 <hashtag> Ganti Presiden Jokowi itu Maha Benar dia tidak pernah salah harus dipuja puja kalau perlu disembah.,1,Ingat ye kawan2 <hashtag> Ganti Presiden Jokowi itu Maha Benar dia tidak pernah salah harus dipuja puja kalau perlu disembah .
1329 tandatangan masih dibutuhkan kita bisa bantu dengan tandatangani petisi ini,0,1329 tandatangan masih dibutuhkan kita bisa bantu dengan tandatangani petisi ini
Lah goblok <link>,0,Lah goblok <link>
<username> Ayo serang Anies man..,0,<username> Ayo serang Anies man ..
kamaren mngatakan antek aseng skarang malah heppy2 sama orang asing plinpan bgt sihh om [ELONG] g malu apa dgn perkataan sendiri. [REPPUNC],1,kamaren mngatakan antek aseng skarang malah heppy2 sama orang asing plinpan bgt sihh ommm g malu apa dgn perkataan sendiri ....
Radicalisme itu berasal dari fikiran bukan celana cingkrang.,0,Radicalisme itu berasal dari fikiran bukan celana cingkrang .
Kaulah alasanku untuk berjuang <hashtag> Konveksi,0,Kaulah alasanku untuk berjuang <hashtag> Konveksi
Nangis [ELONG] apotek banjir :loudly_crying_face: :loudly_crying_face: :loudly_crying_face: :loudly_crying_face: :loudly_crying_face: :loudly_crying_face: :loudly_crying_face:,0,Nangissss apotek banjir ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­
Kalian katakan Ahok tidak pantas disebut pemimpin krn bicaranya yang kasar tapi ada orang yang juga bicarany kasar kalian ktkn pemimpin umat,1,Kalian katakan Ahok tidak pantas disebut pemimpin krn bicaranya yang kasar tapi ada orang yang juga bicarany kasar kalian ktkn pemimpin umat
Masril Piliang me-Retweet Jurnalis tb tapi otak dia di sol sepatu <hashtag>,1,Masril Piliang me-Retweet Jurnalis tb tapi otak dia di sol sepatu <hashtag>
dwp [CAPS] yang nyumbang pajak 10M didemo. [REPPUNC] Diskotik yang dikasih penghargaan Gubernur dibela :rolling_on_the_floor_laughing: <link>,0,DWP yang nyumbang pajak 10M didemo ... Diskotik yang dikasih penghargaan Gubernur dibela Ã°Å¸Â¤Â£ <link>
cebong emang otaknya didengkul mau nyalahi Anies demi Ahok kagak tahu kalau bpjs [CAPS] itu Jokowi yg urus cebong jehaena dungu kuadrat [EMOTICON] [EMOTICON] [EMOTICON],0,cebong emang otaknya didengkul mau nyalahi Anies demi Ahok kagak tahu kalau BPJS itu Jokowi yg urus cebong jehaena dungu kuadrat :D :D :D
Saya berjanji akan akan menyelesaikan membacanya sampai tuntas hingga bikin para pendukung paham <hashtag> <link>,0,Saya berjanji akan akan menyelesaikan membacanya sampai tuntas hingga bikin para pendukung paham <hashtag> <link>
Udah dibaca yas? Ibu2 sosialita naik pajero nabrak 2orang tewas di tempat 1 tewas di rs 1 ibu sosialitan,0,Udah dibaca yas? Ibu2 sosialita naik pajero nabrak 2orang tewas di tempat 1 tewas di rs 1 ibu sosialitan
Hatiku Indonesia hati kita semua Indonesia. Karena jika ada yang tergores padamu yang terluka kita semua.,0,Hatiku Indonesia hati kita semua Indonesia . Karena jika ada yang tergores padamu yang terluka kita semua .
<username> kan pengusung utama wan aibon <username> moso ga dibelain seh. [REPPUNC] :face_with_tears_of_joy: <link>,0,<username> kan pengusung utama wan aibon <username> moso ga dibelain seh ... ðŸ˜‚ <link>
Provokatornya ini? canggih juga nih prabowo milih orangnya <hashtag>,0,Provokatornya ini? canggih juga nih prabowo milih orangnya <hashtag>
Kita Dukung ! <hashtag>,1,Kita Dukung ! <hashtag>
<username> Mantap coi. [REPPUNC] jancuker sejati otak waras. [REPPUNC] koruptor anjing di pelihara,1,<username> Mantap coi .....jancuker sejati otak waras....koruptor anjing di pelihara
WakwawwWww. [REPPUNC] Sontoloyo pisan euyy. <hashtag> <link>,0,WakwawwWww .... Sontoloyo pisan euyy . <hashtag> <link>
<username> Sontoloyo ternyata Saya jg di unfoll sama nih artis pendatang baru :grinning_face:,0,<username> <username> Sontoloyo ternyata Saya jg di unfoll sama nih artis pendatang baruÃ°Å¸Ëœâ‚¬
Kerja gak becus nyinyir lagi kuwalat lu Zon,0,Kerja gak becus nyinyir lagi kuwalat lu Zon
Narasinya menipu warga. <link>,0,Narasinya menipu warga . <link>
<hashtag>.. Lha kamu nya kapan?,0,<hashtag> .. Lha kamu nya kapan?
kalau punya akal waras sih harusnya tidak puas menyebar hoax dan mengakui hoax.,1,kalau punya akal waras sih harusnya tidak puas menyebar hoax dan mengakui hoax .
<username> semangatin apaan? wkwkwkwk caranya dia salah tolol. lo yang dongo laki ngapain julid disini. emang gabisa gt ngasi tau secara pribadi? harus bgt di umbar2 yg bikin perspektif orang ke laura malah makin jelek? mikir bego junjungan lo k,0,<username> <username> semangatin apaan? wkwkwkwk caranya dia salah tolol . lo yang dongo laki ngapain julid disini . emang gabisa gt ngasi tau secara pribadi? harus bgt di umbar2 yg bikin perspektif orang ke laura malah makin jelek? mikir bego junjungan lo k
Ternyata surga itu dekat jakrta Mabuk agama menikmati diskotik <username>,1,Ternyata surga itu dekat jakrta Mabuk agama menikmati diskotik <username>
<username> Ini ya sosialita Indonesia yang jadi buronan karena menipu di tiga benua. <link>,0,<username> Ini ya sosialita Indonesia yang jadi buronan karena menipu di tiga benua . <link>
Hadeuh..blm ngantuk jg. <hashtag> xb <link>,0,Hadeuh ..blm ngantuk jg . <hashtag> xb <link>
ternyata anak-anak sudah disiapin jadi martir sama para perusuh. prabowo harus tanggung jawab.<hashtag>,0,ternyata anak-anak sudah disiapin jadi martir sama para perusuh . prabowo harus tanggung jawab.<hashtag>
Klo ikut kontestan pilpres klo kalah ribut mending g usah ngikut deh lho.. bikin ribbet aja.. <hashtag>,0,Klo ikut kontestan pilpres klo kalah ribut mending g usah ngikut deh lho .. bikin ribbet aja .. <hashtag>
Makin kurus die 5 tahun ke depan puasa lagi btw jangan lupa bayar listrik n kirim uang ke Sarumpaet yah conk <hashtag>,0,Makin kurus die 5 tahun ke depan puasa lagi btw jangan lupa bayar listrik n kirim uang ke Sarumpaet yah conk <hashtag>
Lembaga antirasuah itu masih menunggu adanya laporan dari para pembantu Presiden Jokowi itu. <hashtag> <link> <link>,0,Lembaga antirasuah itu masih menunggu adanya laporan dari para pembantu Presiden Jokowi itu . <hashtag> <link> <link>
Sehat terus Bung Ferry Tetaplah jadi panutan kami <hashtag>,0,Sehat terus Bung Ferry Tetaplah jadi panutan kami <hashtag> <hashtag>
Jangan coba melawan alam dengan kekuatan kata kata dan toa Kamu akan semakin dipermalukan bapak Anies. <hashtag>,1,Jangan coba melawan alam dengan kekuatan kata kata dan toa Kamu akan semakin dipermalukan bapak Anies . <hashtag>
Kamu memang goblok fel jangan sering sering main <username>,0,Kamu memang goblok fel jangan sering sering main <username>
<username> Lonte lu anjir. Pura Bego lagi. Bahasa konten lu sarkasme banget. Sok ga bersalah lagi lu.,0,<username> <username> <username> <username> Lonte lu anjir . Pura Bego lagi . Bahasa konten lu sarkasme banget . Sok ga bersalah lagi lu .
<username> Mulia sekali suami tersebut rela menjual istrinya dgn harga murah demi memenuhi kebutuhan sehari-hari.,1,<username> Mulia sekali suami tersebut rela menjual istrinya dgn harga murah demi memenuhi kebutuhan sehari-hari.
<username> Modyar cocote. [REPPUNC] ahok tumbang. [REPPUNC] maka ahok2 muda keluar dari kandangnya ! [REPPUNC],0,<username> Modyar cocote ... ahok tumbang ... maka ahok2 muda keluar dari kandangnya !!!!
Semua orang akan menghadapi rintangan termasuk mereka yang sudah sukses saat ini. Bedanya orang yang sukses mampu mengatasi rintangan itu.,0,Semua orang akan menghadapi rintangan termasuk mereka yang sudah sukses saat ini . Bedanya orang yang sukses mampu mengatasi rintangan itu .
Depok. mendung sama geledeknya santuy banget ampe kaga ujan2 <hashtag>,0,Depok . mendung sama geledeknya santuy banget ampe kaga ujan2 <hashtag>
Banyak pihak ln [CAPS] sebenarnya yg menginginkan ps [CAPS] menang pilpres lalu. Kesempatan jadi Menhan sebenarnya salah satu cara pihak asing utk ingin tahu kondisi nyata di tanah air baik Poleksosbud Hankamrata <username> <link>,0,Banyak pihak LN sebenarnya yg menginginkan PS menang pilpres lalu . Kesempatan jadi Menhan sebenarnya salah satu cara pihak asing utk ingin tahu kondisi nyata di tanah air baik Poleksosbud Hankamrata <username> <username> <username> <username> <username> <link>
tugas negara melayani rakyat <hashtag> <link>,0,tugas negara melayani rakyat <hashtag> <link>
Kalah pilpres gagal berkuasa dan gagal jadi negarawan <hashtag>,0,Kalah pilpres gagal berkuasa dan gagal jadi negarawan <hashtag> <hashtag>
Alhamdulillah [ELONG] air berkah kalau banjir begini anies tidak akan nongol kalau sudah habis baru muncul lalu pengikut sampahnya teriak solusi anies,1,Alhamdulillaaaaaah air berkah kalau banjir begini anies tidak akan nongol kalau sudah habis baru muncul lalu pengikut sampahnya teriak solusi anies
